,Period,Loan 1 Balance,Loan 1 Interest Accrued,Loan 1 Interest Paid,Loan 1 Principal Paid,Loan 1 Cumulative Interest Accrued,Loan 1 Cumulative Interest Paid,Loan 1 Cumulative Principal Paid,Loan 2 Balance,Loan 2 Interest Accrued,Loan 2 Interest Paid,Loan 2 Principal Paid,Loan 2 Cumulative Interest Accrued,Loan 2 Cumulative Interest Paid,Loan 2 Cumulative Principal Paid,Loan 3 Balance,Loan 3 Interest Accrued,Loan 3 Interest Paid,Loan 3 Principal Paid,Loan 3 Cumulative Interest Accrued,Loan 3 Cumulative Interest Paid,Loan 3 Cumulative Principal Paid,Loan 4 Balance,Loan 4 Interest Accrued,Loan 4 Interest Paid,Loan 4 Principal Paid,Loan 4 Cumulative Interest Accrued,Loan 4 Cumulative Interest Paid,Loan 4 Cumulative Principal Paid,Loan 5 Balance,Loan 5 Interest Accrued,Loan 5 Interest Paid,Loan 5 Principal Paid,Loan 5 Cumulative Interest Accrued,Loan 5 Cumulative Interest Paid,Loan 5 Cumulative Principal Paid,Loan 6 Balance,Loan 6 Interest Accrued,Loan 6 Interest Paid,Loan 6 Principal Paid,Loan 6 Cumulative Interest Accrued,Loan 6 Cumulative Interest Paid,Loan 6 Cumulative Principal Paid,Loan 7 Balance,Loan 7 Interest Accrued,Loan 7 Interest Paid,Loan 7 Principal Paid,Loan 7 Cumulative Interest Accrued,Loan 7 Cumulative Interest Paid,Loan 7 Cumulative Principal Paid,Loan 8 Balance,Loan 8 Interest Accrued,Loan 8 Interest Paid,Loan 8 Principal Paid,Loan 8 Cumulative Interest Accrued,Loan 8 Cumulative Interest Paid,Loan 8 Cumulative Principal Paid,Loan 9 Balance,Loan 9 Interest Accrued,Loan 9 Interest Paid,Loan 9 Principal Paid,Loan 9 Cumulative Interest Accrued,Loan 9 Cumulative Interest Paid,Loan 9 Cumulative Principal Paid,Loan 10 Balance,Loan 10 Interest Accrued,Loan 10 Interest Paid,Loan 10 Principal Paid,Loan 10 Cumulative Interest Accrued,Loan 10 Cumulative Interest Paid,Loan 10 Cumulative Principal Paid
21,22,4504.294032807746,22.435086442861596,22.435086442861596,265.6041210522942,798.7208668199023,798.7208668199023,6126.705967192254,12491.135742216205,62.216122683148114,62.216122683148114,541.9392285861412,1889.3550335635289,1889.3550335635289,10339.86425778379,1523.2591499157295,5.320973742856315,5.320973742856315,2.52186691217394,113.41053633040298,113.41053633040298,39.74085008427096,4281.921070000931,11.08606961959145,11.08606961959145,10.960903582186544,238.66631527540292,238.66631527540292,196.07892999906494,5324.148302551291,13.784438755920464,13.784438755920464,13.631748643451859,296.7595685126745,296.7595685126745,243.8516974487086,5392.639083333004,16.000625006163407,16.000625006163407,11.771955339371676,343.0312818954569,343.0312818954569,202.36091666699673,2216.793931289029,6.577500897495941,6.577500897495941,4.840504929639673,141.01324535472776,141.01324535472776,83.20606871097044,23397.07432462599,107.4983387462953,107.4983387462953,13.018318382037293,2263.5764907441926,2263.5764907441926,61.925675374005564,22376.45329243707,93.06152355594375,93.06152355594375,22.21268318506594,1969.0153990801418,1969.0153990801418,265.54670756292927,21461.062688355676,89.25450181075045,89.25450181075045,21.32804926811167,1888.4801678759713,1888.4801678759713,254.93731164432597
22,23,4238.689911755451,21.11215961526414,21.11215961526414,262.57644752578625,821.1559532627639,821.1559532627639,6392.310088244549,11949.196513630064,59.51681989528618,59.51681989528618,547.1008786313437,1951.571156246677,1951.571156246677,10881.803486369932,1520.7372830035556,5.312164481724748,5.312164481724748,2.588060098746749,118.73151007325929,118.73151007325929,42.2627169964449,4270.960166418744,11.057691389769076,11.057691389769076,11.130498081107778,249.75238489499438,249.75238489499438,207.0398335812515,5310.516553907839,13.749145598473719,13.749145598473719,13.84270675330473,310.54400726859495,310.54400726859495,257.4834460921605,5380.8671279936325,15.965696163334533,15.965696163334533,11.995499957242535,359.03190690162035,359.03190690162035,214.13287200636842,2211.953426359389,6.5631385225951195,6.5631385225951195,4.932442459240727,147.5907462522237,147.5907462522237,88.04657364061012,23384.056006243954,107.43852581498933,107.43852581498933,14.094960044748944,2371.074829490488,2371.074829490488,74.94399375604286,22354.240609252003,92.96914313656038,92.96914313656038,23.228286480183357,2062.076922636086,2062.076922636086,287.7593907479952,21439.734639087565,89.16580049899979,89.16580049899979,22.303610785893397,1977.7346696867219,1977.7346696867219,276.26536091243764
23,24,3976.113464229665,19.804313090327483,19.804313090327483,260.6071891315588,842.268112878028,842.268112878028,6654.886535770335,11402.095634998721,56.79180784774706,56.79180784774706,555.787376775722,2011.0879761419633,2011.0879761419633,11428.904365001275,1518.1492229048088,5.303123997818167,5.303123997818167,3.1099582106618655,124.04367455498404,124.04367455498404,44.85077709519165,4259.829668337637,11.02887407281936,11.02887407281936,12.5784285356644,260.81007628476345,260.81007628476345,218.17033166235927,5296.673847154534,13.713306261811054,13.713306261811054,15.643703467458858,324.29315286706867,324.29315286706867,271.32615284546523,5368.87162803639,15.930104036064138,15.930104036064138,13.831705776699836,374.9976030649549,374.9976030649549,226.12837196361096,2207.0209839001486,6.548503357709209,6.548503357709209,5.687586979435424,154.15388477481883,154.15388477481883,92.97901609985085,23369.961046199205,107.37376623144127,107.37376623144127,22.200522040117704,2478.513355305477,2478.513355305477,89.0389538007918,22331.01232277182,92.87253892045923,92.87253892045923,30.968735303982044,2155.046065772646,2155.046065772646,310.98767722817854,21417.43102830167,89.07304192044367,89.07304192044367,29.738477033369776,2066.9004701857216,2066.9004701857216,298.56897169833104
24,25,3715.5062750981065,18.50627509076262,18.50627509076262,257.2653941510365,862.0724259683554,862.0724259683554,6915.493724901894,10846.308258222998,54.0235298998614,54.0235298998614,561.1137624795366,2067.87978398971,2067.87978398971,11984.691741776998,1515.0392646941468,5.2922604451644855,5.2922604451644855,3.1840273142480964,129.3467985528022,129.3467985528022,47.96073530585352,4247.251239801973,10.996308004418806,10.996308004418806,12.766823432157148,271.8389503575828,271.8389503575828,230.74876019802366,5281.030143687075,13.67280407064188,13.67280407064188,15.878058517086176,338.0064591288797,338.0064591288797,286.9698563129241,5355.03992225969,15.889063659745876,15.889063659745876,14.08072181656659,390.92770710101905,390.92770710101905,239.9600777403108,2201.3333969207133,6.53162758593187,6.53162758593187,5.790006346403098,160.70238813252806,160.70238813252806,98.66660307928628,23347.760524159086,107.27176547675283,107.27176547675283,23.42144457122869,2585.887121536918,2585.887121536918,111.2394758409095,22300.04358746784,92.74374291993475,92.74374291993475,32.11412835059588,2247.9186046931054,2247.9186046931054,341.9564125321606,21387.6925512683,88.94936244609666,88.94936244609666,30.838997151584408,2155.9735121061653,2155.9735121061653,328.3074487317008
25,26,3458.24088094707,17.22488197688157,17.22488197688157,253.77864213460916,880.5787010591181,880.5787010591181,7172.75911905293,10285.19449574346,51.22872217331948,51.22872217331948,566.6021200323878,2121.9033138895716,2121.9033138895716,12545.805504256536,1511.8552373798987,5.2811381579708785,5.2811381579708785,3.259707718681782,134.63905899796669,134.63905899796669,51.144762620101616,4234.484416369815,10.963254173888973,10.963254173888973,12.95919272771765,282.8352583620016,282.8352583620016,243.5155836301808,5265.152085169989,13.63169512461819,13.63169512461819,16.11735962151406,351.6792631995216,351.6792631995216,302.84791483001027,5340.959200443123,15.847284422136719,15.847284422136719,14.335037631911513,406.81677076076494,406.81677076076494,254.04079955687737,2195.5433905743103,6.514447923265694,6.514447923265694,5.894606633000471,167.23401571845991,167.23401571845991,104.45660942568938,23324.33907958786,107.16415516840776,107.16415516840776,24.67124440977021,2693.158887013671,2693.158887013671,134.66092041213818,22267.929459117244,92.61018333956157,92.61018333956157,33.285682176323434,2340.6623476130403,2340.6623476130403,374.07054088275646,21356.853554116715,88.82110601410733,88.82110601410733,31.96470486747677,2244.922874552262,2244.922874552262,359.1464458832852
26,27,3204.462238812461,15.9608557538659,15.9608557538659,250.13296186631723,897.8035830359996,897.8035830359996,7426.537761187539,9718.592375711072,48.406577915185565,48.406577915185565,572.2730521363372,2173.132036062891,2173.132036062891,13112.407624288924,1508.595529661217,5.269751507720688,5.269751507720688,3.3370590839302174,139.92019715593756,139.92019715593756,54.4044703387834,4221.525223642097,10.929702291347349,10.929702291347349,13.155688045947079,293.79851253589055,293.79851253589055,256.47477635789846,5249.034725548475,13.589966618200846,13.589966618200846,16.361795559268025,365.3109583241398,365.3109583241398,318.96527445152435,5326.624162811212,15.804750598149433,15.804750598149433,14.594852953088065,422.6640551829017,422.6640551829017,268.37583718878886,2189.64878394131,6.496957898653257,6.496957898653257,6.001470079058889,173.7484636417256,173.7484636417256,110.35121605868986,23299.66783517809,107.0508026290237,107.0508026290237,25.950967108457633,2800.323042182079,2800.323042182079,159.3321648219084,22234.64377694092,92.471751379168,92.471751379168,34.48435409218821,2433.2725309526018,2433.2725309526018,407.35622305907987,21324.888849249237,88.68816787167216,88.68816787167216,33.11652427179183,2333.7439805663694,2333.7439805663694,391.11115075076196
27,28,2954.3292769461436,14.714988015035862,14.714988015035862,246.3118153010708,913.7644387898655,913.7644387898655,7676.670723053857,9146.319323574735,45.55618775413389,45.55618775413389,578.1513983915615,2221.5386139780767,2221.5386139780767,13684.680676425261,1505.2584705772867,5.2580946574960015,5.2580946574960015,3.4161450526330137,145.18994866365824,145.18994866365824,57.74152942271361,4208.36953559615,10.895641674351676,10.895641674351676,13.356471427640514,304.7282148272379,304.7282148272379,269.63046440384556,5232.672929989207,13.547605257095343,13.547605257095343,16.611568081880783,378.9009249423406,378.9009249423406,335.3270700107924,5312.029309858124,15.761445870072189,15.761445870072189,14.860381078446045,438.4688057810511,438.4688057810511,282.97069014187696,2183.647313862251,6.479150797021419,6.479150797021419,6.110684512865887,180.24542154037886,180.24542154037886,116.35268613774875,23273.716868069634,106.93157037740487,106.93157037740487,27.261725670200505,2907.3738448111026,2907.3738448111026,185.28313193036604,22200.159422848734,92.32833425721748,92.32833425721748,35.71116413814522,2525.7442823317697,2525.7442823317697,441.84057715126806,21291.772324977446,88.5504394227829,88.5504394227829,34.29544010119257,2422.4321484380416,2422.4321484380416,424.2276750225538
28,29,2708.0174616450727,13.488152726769156,13.488152726769156,242.29538185799527,928.4794268049013,928.4794268049013,7922.982538354928,8568.167925183174,42.67651859721373,42.67651859721373,584.2674544836774,2267.0948017322107,2267.0948017322107,14262.832074816823,1501.8423255246537,5.246161548065571,5.246161548065571,3.4970337528754065,150.44804332115424,150.44804332115424,61.157674475346624,4195.013064168509,10.861061220929427,10.861061220929427,13.561716677080982,315.62385650158956,315.62385650158956,282.9869358314861,5216.061361907326,13.50459722466417,13.50459722466417,16.866893590270404,392.448530199436,392.448530199436,351.93863809267316,5297.168928779678,15.717353287310663,15.717353287310663,15.131850610376128,454.2302516511233,454.2302516511233,297.831071220323,2177.536629349385,6.461019642699682,6.461019642699682,6.222344066097177,186.72457233740028,186.72457233740028,122.46337065061464,23246.455142399434,106.80631581864068,106.80631581864068,28.604708809237025,3014.3054151885076,3014.3054151885076,212.54485760056656,22164.44825871059,92.17981494992512,92.17981494992512,36.96720285255077,2618.0726165889873,2618.0726165889873,477.55174128941326,21257.476884876254,88.4078079760059,88.4078079760059,35.50250524497386,2510.9825878608244,2510.9825878608244,458.5231151237464
29,30,2465.7220797870773,12.281322578227142,12.281322578227142,238.05956761118708,941.9675795316705,941.9675795316705,8165.277920212923,7983.9004706994965,39.76638645405941,39.76638645405941,590.6586649443256,2309.7713203294243,2309.7713203294243,14847.0995293005,1498.3452917717782,5.233945882216484,5.233945882216484,3.579798417809209,155.69420486921982,155.69420486921982,64.65470822822203,4181.451347491428,10.825949379121642,10.825949379121642,13.771611025802684,326.48491772251896,326.48491772251896,296.5486525085671,5199.194468317055,13.46092814399895,13.46092814399895,17.128005206310313,405.95312742410016,405.95312742410016,368.8055316829436,5282.037078169302,15.672455220979051,15.672455220979051,15.409507597996226,469.947604938434,469.947604938434,312.96292183069914,2171.3142852832875,6.4425571807172615,6.4425571807172615,6.336550056147353,193.18559198009996,193.18559198009996,128.6857147167118,23217.850433590196,106.67489089624864,106.67489089624864,29.981191094297216,3121.111731007148,3121.111731007148,241.14956640980358,22127.48105585804,92.02607189806166,92.02607189806166,38.25364082165909,2710.2524315389123,2710.2524315389123,514.5189441419641,21221.97437963128,88.26015646104186,88.26015646104186,36.738849968667296,2599.3903958368305,2599.3903958368305,494.02562036872024
30,31,2227.6625121758902,11.095590266125393,11.095590266125393,233.57459986608623,954.2489021098976,954.2489021098976,8403.33748782411,7393.241805755171,36.82442082976137,36.82442082976137,597.3720309073211,2349.537706783484,2349.537706783484,15437.758194244825,1494.765493353969,5.221441106921398,5.221441106921398,3.6645181656726606,160.9281507514363,160.9281507514363,68.23450664603125,4167.679736465626,10.790294112219224,10.790294112219224,13.986357232953873,337.3108671016406,337.3108671016406,310.3202635343698,5182.066463110745,13.41658303462919,13.41658303462919,17.395155387857464,419.4140555680991,419.4140555680991,385.9335368892539,5266.627570571306,15.626733312133494,15.626733312133494,15.69361823857209,485.620060159413,485.620060159413,328.3724294286954,2164.9777352271403,6.423755855482173,6.423755855482173,6.453412098453604,199.62814916081723,199.62814916081723,135.02226477285916,23187.869242495897,106.53714169771402,106.53714169771402,31.392545668541004,3227.7866219033967,3227.7866219033967,271.1307575041008,22089.22741503638,91.8669786740417,91.8669786740417,39.57174066767779,2802.278503436974,2802.278503436974,552.7725849636232,21185.235529662612,88.10736310692559,88.10736310692559,38.0056934889371,2687.6505522978723,2687.6505522978723,530.7644703373876
31,32,1994.087912309804,9.932196779669106,9.932196779669106,228.80297646004473,965.344492376023,965.344492376023,8636.912087690196,6795.86977484785,33.84901712513258,33.84901712513258,604.4676326079149,2386.3621276132453,2386.3621276132453,16035.130225152147,1491.1009751882964,5.208640392781035,5.208640392781035,3.751279006800445,166.1495918583577,166.1495918583577,71.89902481170391,4153.693379232672,10.7540828585613,10.7540828585613,14.206176304607144,348.1011612138598,348.1011612138598,324.3066207673237,5164.671307722887,13.371546262460626,13.371546262460626,17.66861931417623,432.8306386027283,432.8306386027283,403.3286922771114,5250.9339523327335,15.580168411990003,15.580168411990003,15.984472370352668,501.2467934715465,501.2467934715465,344.06604766726747,2158.524323128687,6.404607786159913,6.404607786159913,6.573049544568889,206.0519050162994,206.0519050162994,141.47567687131277,23156.476696827358,106.3929080015876,106.3929080015876,32.84026060696685,3334.323763601111,3334.323763601111,302.5233031726418,22049.655674368703,91.70240359915532,91.70240359915532,40.9228724811169,2894.1454821110156,2894.1454821110156,592.344325631301,21147.229836173676,87.94930107208668,87.94930107208668,39.30435886845093,2775.757915404798,2775.757915404798,568.7701638263247
32,33,1765.2849358497594,8.792569899657158,8.792569899657158,223.69637224220708,975.2766891556921,975.2766891556921,8865.715064150241,6191.402142239935,30.838271492033428,30.838271492033428,612.0239566696886,2420.2111447383777,2420.2111447383777,16639.59785776006,1487.349696181496,5.195536609949061,5.195536609949061,3.8401751835161893,171.35823225113873,171.35823225113873,75.65030381850436,4139.487202928065,10.717302484293208,10.717302484293208,14.431311122272826,358.8552440724211,358.8552440724211,338.51279707193083,5147.002688408711,13.32580148094858,13.32580148094858,17.948699402979678,446.20218486518894,446.20218486518894,420.9973115912876,5234.949479962381,15.53274051177879,15.53274051177879,16.28238812701362,516.8269618835365,516.8269618835365,360.0505200376201,2151.951273584118,6.385104737785206,6.385104737785206,6.695593398326838,212.45651280245932,212.45651280245932,148.04872641588167,23123.63643622039,106.24202274942901,106.24202274942901,34.32596059563524,3440.7166716026986,3440.7166716026986,335.3635637796087,22008.732801887585,91.5322092966174,91.5322092966174,42.308534294996406,2985.847885710171,2985.847885710171,633.2671981124179,21107.925477305223,87.78583801246391,87.78583801246391,40.63629276915519,2863.7072164768847,2863.7072164768847,608.0745226947756
33,34,1541.5885636075523,7.678378105858986,7.678378105858986,218.19078297281078,984.0692590553492,984.0692590553492,9089.41143639245,5579.378185570246,27.78988915442934,27.78988915442934,620.1462796103654,2451.049416230411,2451.049416230411,17251.62181442975,1483.5095209979797,5.182122299376504,5.182122299376504,3.931311019287971,176.5537688610878,176.5537688610878,79.49047900202055,4125.055891805792,10.679939226730065,10.679939226730065,14.662031464535401,369.5725465567143,369.5725465567143,352.94410819420364,5129.053989005732,13.279331560576482,13.279331560576482,18.23573156130802,459.52798634613754,459.52798634613754,438.9460109942673,5218.6670918353675,15.484428658788229,15.484428658788229,16.587718370623225,532.3597023953153,532.3597023953153,376.33290816463375,2145.2556801857913,6.365238086688252,6.365238086688252,6.821188963962352,218.84161754024453,218.84161754024453,154.74431981420852,23089.310475624756,106.08431141814442,106.08431141814442,35.85143673459602,3546.9586943521276,3546.9586943521276,369.68952437524393,21966.42426759259,91.35625215946725,91.35625215946725,43.73038025923945,3077.3800950067885,3077.3800950067885,675.5757324074143,21067.28918453607,87.61683556746782,87.61683556746782,42.00309262347035,2951.4930544893487,2951.4930544893487,648.7108154639308
34,35,1323.3977806347416,6.591608671764275,6.591608671764275,212.1985237757503,991.7476371612082,991.7476371612082,9307.60221936526,4959.231905959881,24.701050972698805,24.701050972698805,628.9805163225426,2478.8393053848404,2478.8393053848404,17871.768094040115,1479.5782099786918,5.168389637596799,5.168389637596799,4.024803587812515,181.73589116046432,181.73589116046432,83.42179002130852,4110.393860341257,10.641978624719146,10.641978624719146,14.898641274908323,380.2524857834444,380.2524857834444,367.60613965873904,5110.818257444424,13.23211850215063,13.23211850215063,18.530094231864027,472.80731790671405,472.80731790671405,457.1817425555753,5202.079373464744,15.435210853321419,15.435210853321419,16.900859990220663,547.8441310541035,547.8441310541035,392.920626535257,2138.434491221829,6.344998778063673,6.344998778063673,6.94999967351854,225.2068556269328,225.2068556269328,161.56550877817088,23053.45903889016,105.91959125539397,105.91959125539397,37.418689393617555,3653.043005770272,3653.043005770272,405.54096110983994,21922.69388733335,91.17438170129321,91.17438170129321,45.1902611931535,3168.7363471662557,3168.7363471662557,719.3061126666538,21025.2860919126,87.44214873294062,87.44214873294062,43.40654572678697,3039.1098900568163,3039.1098900568163,690.7139080874011
35,36,1111.1992568589912,5.534685613615469,5.534685613615469,205.59422363204163,998.3392458329724,998.3392458329724,9519.800743141011,4330.251389637338,21.568211031125156,21.568211031125156,638.737522765993,2503.540356357539,2503.540356357539,18500.748610362658,1475.5534063908792,5.154330392187317,5.154330392187317,4.120786788204047,186.9042807980611,186.9042807980611,87.44659360912104,4095.495219066349,10.603405430185479,10.603405430185479,15.141489786890563,390.89446440816357,390.89446440816357,382.50478093364734,5092.28816321256,13.184143326673615,13.184143326673615,18.832222239524462,486.0394364088647,486.0394364088647,475.7118367874393,5185.178513474523,15.385063918062764,15.385063918062764,17.222268118057272,563.279341907425,563.279341907425,409.82148652547767,2131.4844915483104,6.32437727218307,6.32437727218307,7.0822129379234235,231.55185440499648,231.55185440499648,168.5155084516894,23016.040349496543,105.7476703180978,105.7476703180978,39.02999341064823,3758.962597025666,3758.962597025666,442.9596505034575,21877.503626140195,90.9864397383036,90.9864397383036,46.690286334976776,3259.9107288675486,3259.9107288675486,764.4963738598074,20981.879546185814,87.26162507153441,87.26162507153441,44.848688740181814,3126.552038789757,3126.552038789757,734.1204538141881
36,37,905.6050332269497,4.510657398374232,4.510657398374232,198.18833382510897,1003.8739314465879,1003.8739314465879,9725.394966773054,3691.5138668713453,18.386773178005768,18.386773178005768,649.7391928795942,2525.108567388664,2525.108567388664,19139.486133128652,1471.4326196026752,5.139935862995646,5.139935862995646,4.219418033257444,192.05861119024843,192.05861119024843,91.56738039732508,4080.3537292794585,10.564203490874215,10.564203490874215,15.3909898259172,401.49786983834906,401.49786983834906,397.6462707205379,5073.4559409730355,13.135385929368542,13.135385929368542,19.14262956900401,499.2235797355383,499.2235797355383,494.5440590269638,5167.956245356466,15.33396332526316,15.33396332526316,17.552479490530313,578.6644058254877,578.6644058254877,427.04375464353495,2124.402278610387,6.30336347324671,6.30336347324671,7.2180497610457675,237.87623167717953,237.87623167717953,175.59772138961284,22977.010356085895,105.56834621138641,105.56834621138641,40.68800474138432,3864.710267343764,3864.710267343764,481.9896439141057,21830.81333980522,90.79225931458718,90.79225931458718,48.232924433145214,3350.897168605852,3350.897168605852,811.1866601947842,20937.030857445632,87.0751036756232,87.0751036756232,46.331905067080314,3213.8136638612914,3213.8136638612914,778.9691425543699
37,38,707.4166994018407,3.5235166014042365,3.5235166014042365,189.67155052975605,1008.3845888449621,1008.3845888449621,9923.583300598162,3041.774673991751,15.150537965252065,15.150537965252065,662.5154693810754,2543.4953405666697,2543.4953405666697,19789.225326008247,1467.2132015694178,5.12519680000276,5.12519680000276,4.320890339587043,197.19854705324408,197.19854705324408,95.78679843058252,4064.9627394535414,10.524355585708483,10.524355585708483,15.647650964294373,412.06207332922327,412.06207332922327,413.0372605464551,5054.313311404031,13.085824874730985,13.085824874730985,19.4619506255379,512.3589656649068,512.3589656649068,513.6866885959678,5150.403765865935,15.281882954610435,15.281882954610435,17.892154724549957,593.9983691507509,593.9983691507509,444.59623413406524,2117.1842288493413,6.281946629709141,6.281946629709141,7.357782137047952,244.17959515042625,244.17959515042625,182.8157711506586,22936.322351344512,105.38140433754725,105.38140433754725,42.39595266780273,3970.2786135551505,3970.2786135551505,522.6776486554901,21782.580415372075,90.59166320694467,90.59166320694467,49.821186073848565,3441.6894279204394,3441.6894279204394,859.4195846279293,20890.698952378552,86.88241372523463,86.88241372523463,47.859100422567465,3300.8887675369147,3300.8887675369147,825.3010476214503
38,39,517.7451488720847,2.578796385340959,2.578796385340959,179.4798499852825,1011.9081054463663,1011.9081054463663,10113.254851127918,2379.2592046106756,11.850666394471805,11.850666394471805,678.0408082889176,2558.645878531922,2558.645878531922,20451.740795389323,1462.8923112298307,5.110103278953518,5.110103278953518,4.425457386809163,202.32374385324684,202.32374385324684,100.10768877016956,4049.315088489247,10.483843174307777,10.483843174307777,15.912148372212,422.58642891493173,422.58642891493173,428.6849115107495,5034.8513607784935,13.035437084755278,13.035437084755278,19.79102591467597,525.4447905396378,525.4447905396378,533.1486392215057,5132.511611141385,15.228794725660604,15.228794725660604,18.242166031431005,609.2802521053613,609.2802521053613,462.4883888586152,2109.826446712293,6.260115182984694,6.260115182984694,7.501769143759847,250.4615417801354,250.4615417801354,190.17355328770657,22893.926398676707,105.1866152618653,105.1866152618653,44.15803713685632,4075.660017892698,4075.660017892698,565.0736013232928,21732.759229298226,90.38446167143756,90.38446167143756,51.459000846084066,3532.281091127384,3532.281091127384,909.2407707017779,20842.839851955985,86.68337231580598,86.68337231580598,49.43406591491727,3387.771181262149,3387.771181262149,873.1601480440178
39,40,338.26529888680216,1.6848392147293325,1.6848392147293325,166.38383902742953,1014.4869018317073,1014.4869018317073,10292.7347011132,1701.218396321758,8.473465875377963,8.473465875377963,698.4572184557842,2570.4965449263937,2570.4965449263937,21129.781603678242,1458.4668538430217,5.0946444894516505,5.0946444894516505,4.533497760121734,207.43384713220036,207.43384713220036,104.53314615697872,4033.402940117035,10.442645968248215,10.442645968248215,16.18549961887538,433.0702720892395,433.0702720892395,444.5970598829615,5015.060334863818,12.98419730533235,12.98419730533235,20.131122049412213,538.480227624393,538.480227624393,552.9396651361817,5114.269445109954,15.17466797001118,15.17466797001118,18.603822280393892,624.5090468310219,624.5090468310219,480.7305548900462,2102.3246775685334,6.237856509059512,6.237856509059512,7.650549549452547,256.7216569631201,256.7216569631201,197.6753224314664,22849.768361539853,104.98373025288309,104.98373025288309,45.98044508276574,4180.846633154563,4180.846633154563,609.2316384601492,21681.300228452143,90.17044862134343,90.17044862134343,53.152182636842596,3622.665552798822,3622.665552798822,960.699771547862,20793.40578604107,86.47778077591875,86.47778077591875,51.062407083165226,3474.4545535779553,3474.4545535779553,922.594213958935
40,41,171.88145985937263,0.8561109425324369,0.8561109425324369,146.6081052728925,1016.1717410464366,1016.1717410464366,10459.11854014063,1002.7611778659739,4.994574853042029,4.994574853042029,730.4122092112486,2578.9700108017714,2578.9700108017714,21828.238822134026,1453.9333560829,5.078808298645746,5.078808298645746,4.645758878067917,212.528491621652,212.528491621652,109.06664391710045,4017.2174404981597,10.400741044577426,10.400741044577426,16.469736939289433,443.5129180574877,443.5129180574877,460.7825595018369,4994.929212814405,12.932077003040035,12.932077003040035,20.48476827871334,551.4644249297254,551.4644249297254,573.0707871855939,5095.665622829561,15.119468135683329,15.119468135683329,18.979724210783687,639.6837148010331,639.6837148010331,499.3343771704401,2094.674128019081,6.215156385327848,6.215156385327848,7.805193693290585,262.9595134721796,262.9595134721796,205.32587198091895,22803.787916457088,104.77247215314667,104.77247215314667,47.87520198544392,4285.830363407446,4285.830363407446,655.2120835429149,21628.1480458153,89.94939379054142,89.94939379054142,54.912089742232155,3712.8360014201653,3712.8360014201653,1013.8519541847046,20742.343378957903,86.26541712125506,86.26541712125506,52.75506591769677,3560.932334353874,3560.932334353874,973.6566210421003
41,42,25.27335458648014,0.12588207846087918,0.12588207846087918,25.316968773435097,1017.027851988969,1017.027851988969,10605.726645413522,272.34896865472524,1.3565217123679192,1.3565217123679192,272.8195178089736,2583.9645856548136,2583.9645856548136,22558.651031345275,1449.287597204832,5.062579962838797,5.062579962838797,4.692115551956437,217.60729992029775,217.60729992029775,113.71240279516837,4000.7477035588704,10.358100218803102,10.358100218803102,16.571194274629793,453.91365910206514,453.91365910206514,477.2522964411263,4974.444444535692,12.879041096126654,12.879041096126654,20.610988446614428,564.3965019327654,564.3965019327654,593.5555554643072,5076.685898618777,15.063152953983934,15.063152953983934,19.12374066767092,654.8031829367164,654.8031829367164,518.3141013812238,2086.86893432579,6.191997413355701,6.191997413355701,7.864435496118648,269.17466985750747,269.17466985750747,213.13106567420954,22755.912714471644,104.55250855388752,104.55250855388752,48.73811401143428,4390.602835560593,4390.602835560593,703.0872855283588,21573.235956073066,89.72101967484633,89.72101967484633,55.68860258269049,3802.7853952107066,3802.7853952107066,1068.7640439269367,20689.588313040207,86.04601386080832,86.04601386080832,53.50178602839621,3647.1977514751293,3647.1977514751293,1026.411686959797
42,43,0.0,0.0,0.0,0.0,1017.027851988969,1017.027851988969,10605.726645413522,0.0,0.0,0.0,0.0,2583.9645856548136,2583.9645856548136,22558.651031345275,1444.5954816528756,5.046189696184702,5.046189696184702,4.703692278751036,222.66987988313656,222.66987988313656,118.4045183471248,3984.1765092842406,10.315196715818104,10.315196715818104,16.57639288154539,464.2717593208682,464.2717593208682,493.8234907157561,4953.833456089078,12.825678400011448,12.825678400011448,20.61743550145912,577.2755430288921,577.2755430288921,614.1665439109216,5057.562157951106,15.006410457701504,15.006410457701504,19.145520886527343,669.8663358907004,669.8663358907004,537.4378420488948,2079.0044988296713,6.168662663650778,6.168662663650778,7.873385689346792,275.36666727086316,275.36666727086316,220.9955011703282,22707.17460046021,104.3285802875939,104.3285802875939,49.055283802573285,4495.155344114481,4495.155344114481,751.8253995397931,21517.547353490376,89.48941611670791,89.48941611670791,55.94535374047875,3892.506414885553,3892.506414885553,1124.4526465096271,20636.086527011812,85.82350506302447,85.82350506302447,53.748487777001344,3733.2437653359375,3733.2437653359375,1079.9134729881932
